2025-02-08 14:41:34 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 10001 | อารมณ์: 55.55%
2025-02-08 15:52:00 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 14252 | อารมณ์: 100.00%
2025-02-08 15:52:00 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 14252 | อารมณ์: 100.00%
2025-02-08 15:52:00 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 10574 | อารมณ์: 91.57%
2025-02-08 15:52:00 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 10574 | อารมณ์: 91.57%
2025-02-08 15:52:33 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 90512 | อารมณ์: 33.22%
2025-02-08 15:52:33 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 90512 | อารมณ์: 33.22%
2025-02-08 15:52:34 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 15291 | อารมณ์: 31.90%
2025-02-08 15:52:34 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 15291 | อารมณ์: 31.90%
2025-02-08 15:52:34 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 17120 | อารมณ์: 40.76%
2025-02-08 15:52:34 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 17120 | อารมณ์: 40.76%
2025-02-08 15:52:34 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 46866 | อารมณ์: 24.69%
2025-02-08 15:52:34 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 46866 | อารมณ์: 24.69%
2025-02-08 15:52:35 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 14947 | อารมณ์: 49.20%
2025-02-08 15:52:35 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 14947 | อารมณ์: 49.20%
2025-02-08 15:52:35 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 38255 | อารมณ์: 26.38%
2025-02-08 15:52:35 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 38255 | อารมณ์: 26.38%
2025-02-08 15:52:35 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 90512 | อารมณ์: 27.11%
2025-02-08 15:52:35 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 90512 | อารมณ์: 27.11%
2025-02-08 15:52:35 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 60143 | อารมณ์: 25.86%
2025-02-08 15:52:35 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 60143 | อารมณ์: 25.86%
2025-02-08 15:52:35 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 15291 | อารมณ์: 23.57%
2025-02-08 15:52:35 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 15291 | อารมณ์: 23.57%
2025-02-08 15:52:35 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 14252 | อารมณ์: 43.79%
2025-02-08 15:52:35 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 14252 | อารมณ์: 43.79%
2025-02-08 15:52:35 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 23344 | อารมณ์: 41.01%
2025-02-08 15:52:36 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 23344 | อารมณ์: 41.01%
2025-02-08 15:52:36 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 18976 | อารมณ์: 46.89%
2025-02-08 15:52:36 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 18976 | อารมณ์: 46.89%
2025-02-08 15:52:36 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 81045 | อารมณ์: 40.26%
2025-02-08 15:52:36 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 81045 | อารมณ์: 40.26%
2025-02-08 15:52:36 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 18976 | อารมณ์: 32.17%
2025-02-08 15:52:36 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 18976 | อารมณ์: 32.17%
2025-02-08 15:52:36 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 14252 | อารมณ์: 23.99%
2025-02-08 15:52:36 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 14252 | อารมณ์: 23.99%
2025-02-08 15:52:36 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 38255 | อารมณ์: 39.88%
2025-02-08 15:52:36 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 38255 | อารมณ์: 39.88%
2025-02-08 15:59:32 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 96864 | อารมณ์: 50.67%
2025-02-08 15:59:32 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 96864 | อารมณ์: 50.67%
2025-02-08 15:59:41 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 54480 | อารมณ์: 62.72%
2025-02-08 15:59:41 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 54480 | อารมณ์: 62.72%
2025-02-08 15:59:43 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 10158 | อารมณ์: 66.77%
2025-02-08 15:59:43 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 10158 | อารมณ์: 66.77%
2025-02-08 16:01:03 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 22656 | อารมณ์: 55.16%
2025-02-08 16:01:05 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 96864 | อารมณ์: 70.72%
2025-02-08 16:25:40 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 82740 | อารมณ์: 60.45%
2025-02-08 16:26:06 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 82473 | อารมณ์: 50.70%
2025-02-08 16:26:07 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 80531 | อารมณ์: 63.13%
2025-02-08 16:26:07 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 46866 | อารมณ์: 65.69%
2025-02-08 16:26:08 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 37932 | อารมณ์: 59.87%
2025-02-08 16:26:08 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 37932 | อารมณ์: 40.38%
2025-02-08 16:26:08 | ประเภท: ความรู้ทั่วไป | คำถาม ID: 35050 | อารมณ์: 89.69%
2025-02-08 16:26:09 | ประเภท: ความรู้ทั่วไป | คำถาม ID: 61678 | อารมณ์: 71.02%
2025-02-08 16:26:09 | ประเภท: ความรู้ทั่วไป | คำถาม ID: 35349 | อารมณ์: 96.46%
2025-02-08 16:26:09 | ประเภท: ความรู้ทั่วไป | คำถาม ID: 50671 | อารมณ์: 89.88%
2025-02-08 16:26:31 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 15625 | อารมณ์: 82.11%
2025-02-08 16:26:52 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 49544 | อารมณ์: 62.66%
2025-02-08 16:26:53 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 60979 | อารมณ์: 54.33%
2025-02-08 16:26:53 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 55900 | อารมณ์: 60.39%
2025-02-08 16:26:54 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 79270 | อารมณ์: 73.18%
2025-02-08 16:26:54 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 22656 | อารมณ์: 52.20%
2025-02-08 16:26:54 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 96864 | อารมณ์: 56.57%
2025-02-08 16:27:36 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 60348 | อารมณ์: 74.81%
2025-02-08 16:27:37 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 54594 | อารมณ์: 70.53%
2025-02-08 16:27:37 | ประเภท: วิทยาศาสตร์ | คำถาม ID: 79270 | อารมณ์: 69.23%
2025-02-08 16:27:38 | ประเภท: ความรู้ทั่วไป | คำถาม ID: 50671 | อารมณ์: 89.72%
2025-02-08 16:27:39 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 46866 | อารมณ์: 82.61%
2025-02-08 16:27:39 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 17120 | อารมณ์: 74.92%
2025-02-08 16:27:42 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 31395 | อารมณ์: 35.84%
2025-02-08 16:27:42 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 10574 | อารมณ์: 20.24%
2025-02-08 16:27:42 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 31395 | อารมณ์: 31.27%
2025-02-08 16:27:42 | ประเภท: คำถามเชิงอารมณ์ | คำถาม ID: 31395 | อารมณ์: 34.99%
